,contig,eveSites,eveTEoverlap,length,teSites,teProp,eveTEProp
2162,002162F,0,0,130744,50284,0.3845989108486814,
1457,001457F,0,0,147387,81627,0.5538276781534328,
1851,001851F,0,0,555060,294475,0.5305282311822145,
2063,002063F,0,0,436742,220481,0.5048312275897441,
599,000599F,0,0,24712,12676,0.5129491744901262,
2476,002476F,0,0,378,361,0.955026455026455,
1637,001637F,0,0,659305,292085,0.4430195433069672,
1430,001430F,0,0,254070,146066,0.5749045538631086,
1906,001906F,0,0,440285,254412,0.5778348115425236,
2581,002581F,0,0,236061,143100,0.606199245110374,
2163,002163F,0,0,394731,213962,0.5420450889339828,
3183,003183F,0,0,70006,38406,0.5486101191326458,
1974,001974F,0,0,300734,147461,0.49033697553319544,
2991,002991F,0,0,106768,60448,0.5661621459613367,
2327,002327F,3166,617,324307,204403,0.630276250589719,0.1948831332912192
1840,001840F,0,0,562463,255342,0.45397119454968593,
433,000433F,0,0,790743,452590,0.5723604255744281,
1499,001499F,0,0,764191,374785,0.4904336743039371,
1627,001627F,0,0,137920,69058,0.5007105568445476,
2956,002956F,0,0,29550,11594,0.3923519458544839,
3644,003644F,0,0,15691,10361,0.6603148301574151,
1982,001982F,0,0,478776,235989,0.49290064664895483,
2873,002873F,0,0,20501,7548,0.3681771620896542,
1160,001160F,0,0,1031532,525689,0.5096196724871357,
3425,003425F,0,0,33481,16477,0.49212986469938175,
1123,001123F,828,828,723329,413118,0.571134297117909,1.0
488,000488F,0,0,25148,13519,0.5375775409575314,
493,000493F,0,0,1807290,1012318,0.560130360927134,
2010,002010F,0,0,80578,49892,0.619176450147683,
3363,003363F,0,0,17517,8231,0.4698863960723868,
3579,003579F,0,0,24049,12386,0.5150318100544721,
1866,001866F,0,0,29259,21184,0.7240165419187259,
2076,002076F,0,0,430411,230199,0.5348353085771507,
2152,002152F,0,0,403908,200156,0.49554849124057954,
35,000035F,0,0,3992364,2146151,0.5375639595988743,
1578,001578F,0,0,225408,121247,0.5379001632595116,
2622,002622F,0,0,226962,139652,0.6153100519029617,
1661,001661F,0,0,24385,15018,0.6158704121386098,
238,000238F,0,0,2489308,1326827,0.5330103787880005,
1073,001073F,0,0,33185,17261,0.5201446436643061,
1224,001224F,0,0,28232,14207,0.5032232927174837,
2420,002420F,0,0,37103,11188,0.3015389591138183,
2524,002524F,0,0,254224,136270,0.5360233494870665,
456,000456F,0,0,1864970,909542,0.4876979254357979,
1877,001877F,0,0,539942,297860,0.5516518440869574,
267,000267F,0,0,18997,10404,0.5476654208559246,
2124,002124F,0,0,36511,15085,0.41316315630905753,
3599,003599F,0,0,22097,12675,0.5736072770059284,
473,000473F,0,0,28096,15386,0.5476224373576309,
3370,003370F,0,0,31064,20303,0.6535861447334536,
1859,001859F,0,0,550188,283642,0.5155365075210655,
3051,003051F,0,0,18316,9882,0.5395282812841232,
770,000770F,0,0,27443,11040,0.4022883795503407,
659,000659F,0,0,1489761,840268,0.5640287267554998,
2083,002083F,0,0,442676,263295,0.5947803811365423,
1495,001495F,0,0,27269,9433,0.3459239429388683,
426,000426F,0,0,49803,26474,0.5315744031484048,
1365,001365F,0,0,535,168,0.31401869158878504,
220,000220F,0,0,2638525,1481068,0.5613242247088809,
73,000073F,964,659,3360542,1778333,0.5291804119692597,0.6836099585062241
828,000828F,0,0,1351760,565455,0.4183102029946144,
2844,002844F,0,0,14825,8332,0.5620236087689713,
80,000080F,0,0,3282520,1749916,0.53310139770664,
1576,001576F,0,0,725148,349941,0.48257872875606084,
2068,002068F,0,0,388721,225915,0.5811751873451653,
888,000888F,0,0,1245713,662349,0.5317027276748336,
3502,003502F,0,0,28237,17984,0.6368948542692212,
3604,003604F,0,0,18259,13811,0.7563941070157183,
1178,001178F,0,0,837552,416748,0.4975786578027394,
1333,001333F,0,0,23577,3147,0.13347754167196843,
23,000023F,0,0,4278971,2223152,0.5195529485944167,
2020,002020F,0,0,5254,4444,0.8458317472401979,
169,000169F,0,0,2916365,1562141,0.5356466011627489,
1659,001659F,0,0,26562,11757,0.4426248023492207,
1494,001494F,0,0,54148,25050,0.4626209647632415,
183,000183F,0,0,2717701,1340510,0.49325146511702356,
490,000490F,0,0,513111,250153,0.4875221930537447,
874,000874F,0,0,1275476,734825,0.5761182491869702,
614,000614F,0,0,1573056,849798,0.5402210728670817,
1314,001314F,0,0,881035,465842,0.5287440340054594,
1458,001458F,0,0,770269,321153,0.41693616126314315,
2233,002233F,0,0,28435,16910,0.5946896430455425,
1068,001068F,0,0,1097426,616961,0.5621891589956862,
2359,002359F,0,0,16232,10191,0.6278339083292263,
404,000404F,0,0,33397,18002,0.5390304518369914,
3661,003661F,0,0,9025,5034,0.5577839335180056,
1847,001847F,0,0,557009,311039,0.5584092896165053,
3229,003229F,0,0,59172,5433,0.09181707564388562,
1569,001569F,0,0,26886,15570,0.5791118054005803,
543,000543F,0,0,29717,18905,0.6361678500521587,
1956,001956F,0,0,494228,296591,0.6001096659841207,
2212,002212F,0,0,373247,223666,0.5992439323022021,
1259,001259F,0,0,103131,56419,0.5470615043003558,
1476,001476F,0,0,318052,159015,0.49996541446052845,
869,000869F,0,0,34635,16901,0.48797459217554495,
2254,002254F,0,0,346409,190286,0.5493102084530136,
3281,003281F,0,0,45135,25019,0.554314833277944,
3374,003374F,0,0,36988,18729,0.5063534119173786,
105,000105F,0,0,30570,21924,0.7171736997055937,
2113,002113F,0,0,27828,16866,0.6060802069857697,
2158,002158F,0,0,392172,227996,0.5813673592199341,
3237,003237F,0,0,18250,9231,0.5058082191780822,
3315,003315F,0,0,44831,13007,0.2901340590216591,
891,000891F,0,0,1260281,695351,0.5517428256079399,
890,000890F,0,0,80225,51971,0.6478155188532253,
2266,002266F,0,0,346758,210638,0.6074495757848413,
2657,002657F,0,0,208169,107333,0.5156051093102239,
3458,003458F,0,0,30985,12516,0.4039373890592222,
588,000588F,0,0,1641232,840206,0.5119361552784737,
1345,001345F,0,0,14637,3393,0.23180979708956753,
13,000013F,0,0,4566637,2532525,0.5545711209364791,
3288,003288F,0,0,47352,26788,0.5657205609055583,
1482,001482F,0,0,766040,390629,0.5099329016761527,
3121,003121F,0,0,82816,40479,0.4887823608964451,
3177,003177F,0,0,70685,32459,0.4592063379783547,
3097,003097F,0,0,87206,48668,0.558080865995459,
3190,003190F,0,0,67599,32451,0.4800514800514801,
296,000296F,0,0,2243058,1173395,0.5231228974016722,
271,000271F,0,0,34285,20172,0.5883622575470322,
1459,001459F,0,0,22804,13814,0.6057709173829153,
2714,002714F,0,0,19708,11300,0.5733712198092146,
2950,002950F,0,0,36944,24067,0.6514454309224773,
2999,002999F,0,0,55034,26448,0.4805756441472544,
2666,002666F,0,0,203977,93832,0.4600126484848782,
850,000850F,644,501,1269642,687684,0.5416361462522506,0.7779503105590062
1874,001874F,0,0,521206,263059,0.5047121483636029,
938,000938F,0,0,5035,1528,0.30347567030784506,
3224,003224F,0,0,60252,31948,0.5302396600942707,
798,000798F,0,0,21288,16316,0.7664411875234874,
1506,001506F,0,0,374287,240575,0.6427554256493012,
2534,002534F,0,0,80156,43275,0.539884724786666,
2843,002843F,0,0,26807,12362,0.46114820755772745,
486,000486F,0,0,199699,108254,0.5420858391879779,
722,000722F,0,0,1449422,756149,0.5216900254032297,
779,000779F,0,0,1459706,753302,0.5160641937486041,
839,000839F,0,0,1316121,765688,0.5817762956445494,
2140,002140F,0,0,411726,223365,0.5425088529750368,
1746,001746F,0,0,602702,310107,0.5145279093150512,
2658,002658F,0,0,30215,17615,0.5829885818302167,
1198,001198F,0,0,894314,469257,0.5247116784485092,
1487,001487F,0,0,361981,198937,0.5495785690409165,
628,000628F,1891,167,1645759,922535,0.5605529120606358,0.08831306187202538
3309,003309F,0,0,45711,23012,0.5034236835772571,
1736,001736F,0,0,608631,317016,0.5208673235507228,
373,000373F,0,0,184966,92074,0.497788782803326,
1789,001789F,0,0,19469,13028,0.669166367045046,
409,000409F,0,0,68048,37891,0.5568275335057606,
1424,001424F,0,0,820899,418718,0.5100724936928903,
2106,002106F,0,0,256760,141718,0.5519473438230253,
3019,003019F,0,0,105535,66338,0.6285876723361918,
777,000777F,0,0,29739,15457,0.5197552036046942,
3694,003694F,0,0,7733,293,0.03788956420535368,
1488,001488F,0,0,17018,9283,0.5454812551416147,
2993,002993F,0,0,31453,16254,0.5167710552252567,
123,000123F,0,0,3141452,1668679,0.5311808042905001,
2651,002651F,0,0,210806,104337,0.49494321793497337,
325,000325F,0,0,55572,29050,0.5227452674008494,
661,000661F,0,0,1541809,816313,0.5294514430775796,
3495,003495F,0,0,28769,12644,0.4395008516111092,
5,000005F,0,0,28027,14258,0.5087237306882649,
3513,003513F,0,0,27740,16302,0.5876712328767123,
1681,001681F,0,0,19713,14421,0.7315477096332369,
2458,002458F,0,0,23859,18368,0.7698562387359068,
2253,002253F,0,0,354131,191144,0.5397550623921656,
2492,002492F,0,0,252289,142665,0.565482442754143,
3123,003123F,0,0,26977,14318,0.5307484153167513,
3590,003590F,0,0,22837,11877,0.5200770679161011,
1806,001806F,0,0,106281,58996,0.5550945136007377,
184,000184F,0,0,2723487,1569403,0.576247656038013,
2285,002285F,0,0,68319,32506,0.47579736237357106,
1727,001727F,0,0,616378,323169,0.5243032684489064,
778,000778F,0,0,1397384,637968,0.4565445146072948,
2920,002920F,0,0,132808,74205,0.5587389313896753,
1439,001439F,0,0,20096,8267,0.41137539808917195,
3744,3745,0,0,39785,21203,0.532939550081689,
3554,003554F,0,0,22043,11233,0.509594882729211,
1121,001121F,0,0,26322,15955,0.6061469493199605,
641,000641F,0,0,191055,115004,0.6019418492057261,
1934,001934F,0,0,5279,2505,0.47452168971396097,
2203,002203F,0,0,26461,17138,0.6476701560787574,
1835,001835F,1961,1662,546546,323870,0.5925759222462519,0.847526772055074
3253,003253F,0,0,54200,910,0.01678966789667897,
3747,3749,0,0,37364,21910,0.5863933197730435,
389,000389F,0,0,2021262,994687,0.4921118588287911,
1941,001941F,0,0,86710,43983,0.507242532579864,
3566,003566F,0,0,24902,14847,0.5962171713115413,
871,000871F,0,0,1279791,662904,0.5179783261485664,
1271,001271F,0,0,904884,501256,0.5539450360488195,
2016,002016F,0,0,460410,249974,0.5429378162941726,
2031,002031F,0,0,40334,36587,0.9071007090791888,
2579,002579F,0,0,232324,134507,0.578962999948348,
856,000856F,0,0,1378824,755010,0.547575325059616,
1864,001864F,0,0,548002,279410,0.5098704019328396,
2509,002509F,0,0,247131,123799,0.5009448430184801,
3003,003003F,0,0,16525,13278,0.8035098335854766,
3106,003106F,0,0,34660,18722,0.5401615695326024,
2733,002733F,0,0,4420,4419,0.9997737556561086,
201,000201F,0,0,2682613,1450259,0.540614318949472,
3742,3743,0,0,30468,12908,0.4236576079821452,
906,000906F,0,0,186454,90499,0.4853690454482071,
1846,001846F,0,0,552842,317994,0.5751987005328828,
2882,002882F,0,0,137037,81589,0.5953793501025271,
2287,002287F,0,0,153479,104011,0.6776888043315372,
227,000227F,0,0,1678202,906076,0.5399087833288245,
607,000607F,1946,1479,1611748,837836,0.5198306435001006,0.7600205549845838
2874,002874F,0,0,68050,42513,0.6247318148420279,
764,000764F,0,0,29811,14422,0.4837811546073597,
1928,001928F,0,0,32425,16262,0.501526599845798,
1916,001916F,0,0,507500,272892,0.5377182266009852,
2427,002427F,0,0,3674,1255,0.34158954817637455,
3217,003217F,0,0,23789,14853,0.6243642019420741,
3195,003195F,0,0,66540,44640,0.6708746618575293,
3463,003463F,0,0,30580,19418,0.6349901896664487,
882,000882F,0,0,1449029,780785,0.5388332462635324,
1528,001528F,0,0,230859,140693,0.6094325973862834,
3558,003558F,0,0,25483,16458,0.6458423262567201,
3302,003302F,0,0,46402,18590,0.40062928322055086,
962,000962F,0,0,22740,6771,0.29775725593667546,
1791,001791F,0,0,32074,16864,0.525784124212758,
111,000111F,0,0,3209387,1668038,0.5197372582365417,
1248,001248F,0,0,833730,452596,0.5428568001631223,
3304,003304F,0,0,46273,23129,0.4998379184405593,
1266,001266F,0,0,924463,482561,0.5219906042751306,
1546,001546F,0,0,21197,13798,0.6509411709204133,
3468,003468F,0,0,30379,9611,0.31636986075907697,
505,000505F,737,0,1819129,1001672,0.5506327478699972,0.0
277,000277F,0,0,256774,129452,0.5041476161916705,
421,000421F,0,0,316156,185072,0.5853819000746467,
2242,002242F,0,0,54720,34573,0.6318165204678362,
3532,003532F,0,0,26923,17330,0.6436875533930096,
1973,001973F,1367,0,487287,280474,0.5755827674450581,0.0
477,000477F,0,0,28347,14610,0.5153984548629484,
3059,003059F,0,0,97014,22018,0.22695693405075557,
2196,002196F,0,0,373916,157296,0.4206720225933097,
1264,001264F,0,0,980558,547627,0.5584850666661227,
215,000215F,0,0,2585371,1304133,0.5044277977899497,
2911,002911F,0,0,81952,39758,0.485137641546271,
2986,002986F,0,0,26555,16495,0.6211636226699303,
2296,002296F,0,0,338387,136990,0.40483233693965787,
370,000370F,0,0,2028671,1127651,0.5558570118072373,
2177,002177F,0,0,387083,204433,0.5281373762216373,
1993,001993F,0,0,152158,68463,0.44994676586180155,
1048,001048F,0,0,65603,30739,0.4685608889837355,
2954,002954F,0,0,25829,18229,0.7057570947384723,
921,000921F,0,0,510992,298228,0.5836255753514732,
2269,002269F,0,0,355179,181055,0.5097570520779663,
1342,001342F,0,0,35535,20326,0.5719994371746165,
2112,002112F,0,0,424521,219263,0.5164950614928354,
2533,002533F,0,0,28920,17310,0.5985477178423236,
754,000754F,0,0,1403417,767962,0.5472087056092381,
3115,003115F,0,0,21201,578,0.027262864959200037,
3472,003472F,0,0,30153,16097,0.533844061950718,
94,000094F,0,0,25398,13348,0.5255531931648161,
1832,001832F,0,0,544135,277188,0.5094103485348305,
575,000575F,0,0,15657,5698,0.3639266781631219,
3030,003030F,0,0,102460,42628,0.41604528596525475,
90,000090F,0,0,80185,39609,0.49397019392654484,
959,000959F,0,0,18676,9236,0.4945384450631827,
1770,001770F,0,0,524695,289133,0.551049657420025,
3199,003199F,0,0,65534,44537,0.6796014282662435,
2501,002501F,0,0,255669,126869,0.49622363290035165,
3285,003285F,0,0,47823,24167,0.5053426175689522,
83,000083F,0,0,3279632,1751553,0.534069981022261,
1186,001186F,0,0,20569,12191,0.5926880256696971,
2795,002795F,0,0,160580,97089,0.6046145223564579,
657,000657F,0,0,71454,35908,0.5025330982170347,
1831,001831F,0,0,32213,19186,0.5955980504765157,
3090,003090F,0,0,90111,47566,0.5278600836745792,
1811,001811F,0,0,25635,17376,0.677823288472791,
34,000034F,0,0,4019126,2052997,0.5108068271559538,
594,000594F,0,0,77073,51558,0.6689502160289595,
2385,002385F,0,0,28193,18462,0.6548434008441811,
533,000533F,0,0,32770,19860,0.6060421116875191,
305,000305F,0,0,22029,11561,0.5248082073630215,
557,000557F,0,0,796781,419866,0.5269528264353693,
884,000884F,0,0,278856,138964,0.4983360587543392,
1185,001185F,0,0,741363,408963,0.5516366476341549,
1475,001475F,0,0,561270,309072,0.5506654551285478,
312,000312F,1973,1973,2212037,1263279,0.5710930694197249,1.0
3301,003301F,0,0,46503,25425,0.546738920069673,
937,000937F,0,0,1196635,616190,0.5149356320014039,
2369,002369F,0,0,24781,10992,0.4435656349622695,
1823,001823F,0,0,31594,21402,0.6774071026144205,
956,000956F,0,0,27670,14328,0.5178171304662089,
647,000647F,0,0,1542031,818133,0.5305554816991358,
1382,001382F,0,0,83332,52182,0.6261940191043057,
1545,001545F,0,0,153318,73199,0.47743252586128176,
2093,002093F,0,0,379721,206975,0.5450712496806867,
2098,002098F,0,0,24872,11556,0.4646188485043422,
2825,002825F,0,0,21099,16072,0.761742262666477,
786,000786F,0,0,35451,21086,0.5947928126145948,
2366,002366F,0,0,254542,135463,0.5321832939161317,
2870,002870F,0,0,32117,15330,0.4773173085904661,
3023,003023F,0,0,103975,47321,0.4551190189949507,
52,000052F,0,0,3666647,1983299,0.5409026284777345,
3136,003136F,0,0,81465,46266,0.5679248757134966,
1783,001783F,0,0,573064,324426,0.5661252495358284,
457,000457F,0,0,217471,109829,0.5050282566411154,
885,000885F,1852,1019,1262150,691399,0.5477946361367508,0.5502159827213823
1500,001500F,0,0,134693,85450,0.6344056484004366,
2174,002174F,0,0,390964,228301,0.5839437902210945,
3171,003171F,0,0,71396,30608,0.4287074906157208,
32,000032F,0,0,68390,41666,0.6092411171223863,
1650,001650F,0,0,656735,340726,0.5188180925335181,
1793,001793F,0,0,588896,297523,0.5052216350595011,
2086,002086F,0,0,431954,223990,0.5185505864050338,
958,000958F,0,0,189981,121384,0.6389270505997968,
1858,001858F,0,0,84197,52810,0.6272194971317268,
319,000319F,0,0,2181322,1092200,0.5007055354505203,
2853,002853F,0,0,146747,77475,0.5279494640435579,
2302,002302F,0,0,28203,13156,0.4664751976740063,
1130,001130F,0,0,803831,392489,0.4882730325155412,
38,000038F,0,0,3894489,1996115,0.5125486296148224,
1723,001723F,0,0,25455,15076,0.5922608524847771,
549,000549F,0,0,27235,13839,0.5081329172021296,
3196,003196F,0,0,16223,9462,0.583246008753005,
775,000775F,0,0,1389759,764034,0.5497600663136558,
2154,002154F,0,0,25440,14909,0.5860455974842768,
811,000811F,0,0,386167,198901,0.5150647258828435,
1885,001885F,0,0,27083,12321,0.4549348299671381,
2291,002291F,0,0,341873,178079,0.5208922611613085,
1113,001113F,0,0,1056040,542685,0.5138867845914927,
3213,003213F,0,0,63542,37142,0.5845267696956343,
525,000525F,0,0,24592,17720,0.7205595315549772,
365,000365F,0,0,2075331,1134525,0.5466718321077457,
42,000042F,0,0,137537,67646,0.491838559805725,
608,000608F,0,0,1548610,793666,0.512502179373761,
2297,002297F,0,0,20341,14093,0.6928371269849073,
3234,003234F,0,0,20842,6766,0.32463295269168024,
1111,001111F,0,0,22593,16909,0.7484176514849732,
3351,003351F,0,0,33779,13504,0.3997750081411528,
796,000796F,0,0,1383509,737350,0.5329564173417014,
2450,002450F,0,0,276530,150428,0.5439843778251907,
2605,002605F,0,0,13907,8590,0.6176745523836916,
1175,001175F,0,0,1013768,519791,0.5127317098192091,
3516,003516F,0,0,27610,17130,0.6204273813835567,
2053,002053F,0,0,27705,18579,0.6706009745533297,
2475,002475F,0,0,266284,146980,0.5519670727493954,
2847,002847F,0,0,22257,13130,0.58992676461338,
2057,002057F,0,0,133292,71207,0.5342181076133602,
1963,001963F,0,0,490681,307396,0.6264681126842083,
2977,002977F,0,0,76054,40020,0.5262050648223631,
1422,001422F,0,0,811374,407066,0.5016995861341379,
1052,001052F,0,0,18793,9076,0.4829457776831799,
2208,002208F,0,0,374246,212601,0.5680782159328356,
380,000380F,0,0,2042682,1176439,0.5759286075855174,
2336,002336F,0,0,42095,18381,0.43665518470127096,
66,000066F,0,0,472712,259777,0.5495460237946149,
1236,001236F,0,0,949151,454544,0.4788953496335146,
1862,001862F,0,0,565799,296641,0.5242868934020739,
2261,002261F,0,0,103738,51245,0.4939848464400702,
3104,003104F,0,0,58619,37569,0.6409014142172333,
256,000256F,0,0,477439,262886,0.5506169374516954,
3016,003016F,0,0,105930,56560,0.5339375059001227,
2103,002103F,0,0,20296,14988,0.7384706346078045,
3390,003390F,0,0,5785,1866,0.3225583405358686,
2058,002058F,0,0,39431,25011,0.6342978874489614,
1122,001122F,0,0,22510,13033,0.5789871168369614,
2130,002130F,0,0,409263,194155,0.47440154619401215,
2240,002240F,0,0,361891,205504,0.5678615936842861,
75,000075F,0,0,3363146,1746821,0.5194008823880973,
2541,002541F,0,0,244928,159276,0.650297230206428,
3201,003201F,0,0,21802,12116,0.5557288322172278,
3429,003429F,0,0,33197,12193,0.3672922252010724,
3683,003683F,0,0,8807,4884,0.5545588736232542,
3259,003259F,0,0,53564,32659,0.6097192143977298,
1140,001140F,0,0,1025803,546031,0.5322961621285959,
346,000346F,0,0,2145109,1158569,0.5400979623879253,
1086,001086F,0,0,1056010,579508,0.5487713184534238,
2306,002306F,0,0,94059,43779,0.4654419034861098,
1966,001966F,0,0,485959,269101,0.553752477060822,
862,000862F,0,0,550904,316139,0.5738549729172415,
2901,002901F,0,0,24621,16027,0.6509483774014053,
281,000281F,0,0,190021,112046,0.5896506175633219,
1077,001077F,0,0,68791,37090,0.5391693680859415,
2880,002880F,0,0,110791,62316,0.5624644601095757,
1588,001588F,0,0,27915,18137,0.6497223714848648,
619,000619F,0,0,23105,13254,0.5736420688162736,
2384,002384F,0,0,304472,142435,0.46780984786778423,
3034,003034F,0,0,38948,23437,0.6017510526856321,
3562,003562F,0,0,25156,9825,0.3905628875814915,
1523,001523F,0,0,36835,22838,0.6200081444278539,
