,contig,eveSites,eveTEoverlap,length,piEVEReads,piEVEoverlap,piReads,piSites,teSites,teProp,eveTEProp,pi/eveProp,eve/piProp,piReads/EVEProp
2807,002807F,0,0,36520,0,0,0,0,21748,0.5955093099671412,,,,
2385,002385F,0,0,28193,0,0,4,2,18497,0.6560848437555421,,,0.0,0.0
704,000704F,14434,3067,1464055,18190,2523,232869,18449,726624,0.49630922335567995,0.21248441180545932,0.17479562144935568,0.13675537969537643,0.07811258690508398
613,000613F,0,0,207628,0,0,25,13,114151,0.5497861560097868,,,0.0,0.0
2103,002103F,0,0,20296,0,0,6,3,15010,0.73955459203784,,,0.0,0.0
550,000550F,0,0,27100,0,0,0,0,10591,0.3908118081180812,,,,
635,000635F,0,0,1535949,0,0,2004,525,876586,0.5707129598704124,,,0.0,0.0
1023,001023F,0,0,1168195,0,0,333,86,634127,0.5428263260842582,,,0.0,0.0
2147,002147F,0,0,402914,0,0,6,6,203364,0.5047330199496667,,,0.0,0.0
615,000615F,0,0,68330,0,0,9,6,38268,0.5600468315527587,,,0.0,0.0
2366,002366F,0,0,254542,0,0,40,18,135793,0.5334797400821868,,,0.0,0.0
3260,003260F,0,0,53271,0,0,27,5,31956,0.5998761051979501,,,0.0,0.0
1362,001362F,0,0,259291,0,0,187,69,146991,0.5668958814613697,,,0.0,0.0
3265,003265F,0,0,52114,0,0,27,9,29606,0.5681007023064819,,,0.0,0.0
1045,001045F,0,0,233602,0,0,15,9,141133,0.604160067122713,,,0.0,0.0
1144,001144F,0,0,161571,0,0,124,78,97799,0.6053004561462143,,,0.0,0.0
2218,002218F,0,0,364666,0,0,105,61,212643,0.5831171537790746,,,0.0,0.0
403,000403F,0,0,1996630,0,0,724,221,1078892,0.5403565007036857,,,0.0,0.0
2667,002667F,0,0,202216,0,0,90,40,99874,0.4938976144320924,,,0.0,0.0
2379,002379F,0,0,29441,0,0,0,0,13738,0.46662817159743214,,,,
1676,001676F,0,0,320626,0,0,10,4,174593,0.5445378727863617,,,0.0,0.0
654,000654F,0,0,652148,0,0,15,11,346514,0.5313425786784595,,,0.0,0.0
994,000994F,0,0,526816,0,0,858,278,303462,0.5760303407641377,,,0.0,0.0
315,000315F,0,0,2191485,0,0,3550,547,1156875,0.5278954681414657,,,0.0,0.0
3308,003308F,0,0,45712,0,0,22,5,25733,0.5629375218760938,,,0.0,0.0
733,000733F,0,0,1452777,0,0,858,95,741876,0.5106606175620897,,,0.0,0.0
2028,002028F,0,0,75946,0,0,7,3,45769,0.6026518842335343,,,0.0,0.0
2342,002342F,0,0,36927,0,0,2,2,19873,0.5381699027811628,,,0.0,0.0
3054,003054F,0,0,22974,0,0,0,0,12007,0.5226342822320884,,,,
88,000088F,0,0,24697,0,0,5,2,13864,0.5613637283880634,,,0.0,0.0
2067,002067F,0,0,442045,0,0,189,57,265637,0.6009275073804703,,,0.0,0.0
1375,001375F,0,0,26979,0,0,1,1,15703,0.5820452944883057,,,0.0,0.0
2195,002195F,1880,1880,378558,4608,459,15398,1435,217512,0.5745803813418288,1.0,0.24414893617021277,0.31986062717770036,0.29925964410962463
3017,003017F,0,0,96531,0,0,2,2,49565,0.513461996664284,,,0.0,0.0
281,000281F,0,0,190021,0,0,134,4,112297,0.5909715241999568,,,0.0,0.0
2536,002536F,0,0,246871,0,0,154,14,150178,0.6083258057852077,,,0.0,0.0
2101,002101F,0,0,385977,0,0,405,46,192535,0.4988250595242722,,,0.0,0.0
2742,002742F,0,0,181052,0,0,131,32,92034,0.5083290988224377,,,0.0,0.0
3379,003379F,0,0,36277,0,0,3,2,16159,0.4454337458996058,,,0.0,0.0
2978,002978F,0,0,81359,0,0,2022,213,46288,0.5689352130680072,,,0.0,0.0
2127,002127F,0,0,18969,0,0,0,0,6800,0.35847962465074595,,,,
3591,003591F,0,0,22720,0,0,13,11,14211,0.6254841549295774,,,0.0,0.0
1058,001058F,0,0,36588,0,0,103,8,22121,0.6045971356728982,,,0.0,0.0
3693,003693F,0,0,7846,0,0,1,1,4632,0.5903645169513128,,,0.0,0.0
558,000558F,0,0,254685,0,0,211,42,119581,0.4695250996328798,,,0.0,0.0
1999,001999F,0,0,29455,0,0,0,0,17116,0.5810897979969445,,,,
2173,002173F,0,0,155176,0,0,6,4,84340,0.5435118832809197,,,0.0,0.0
3330,003330F,0,0,42248,0,0,35,3,9436,0.22334785078583602,,,0.0,0.0
2093,002093F,0,0,379721,0,0,43,32,207486,0.5464169745681697,,,0.0,0.0
1270,001270F,0,0,276318,0,0,37,20,153678,0.5561635506915945,,,0.0,0.0
3302,003302F,0,0,46402,0,0,1,1,18652,0.40196543252446015,,,0.0,0.0
2914,002914F,0,0,134264,0,0,32,26,62965,0.4689641303700173,,,0.0,0.0
941,000941F,0,0,1220410,0,0,3409,670,643692,0.5274391393056432,,,0.0,0.0
1155,001155F,0,0,33521,0,0,6,6,22102,0.6593478714835477,,,0.0,0.0
2280,002280F,0,0,345311,0,0,374,80,184862,0.5353492938249867,,,0.0,0.0
419,000419F,0,0,1967103,0,0,2600,539,945623,0.48071859989029553,,,0.0,0.0
1903,001903F,0,0,536989,0,0,1661,227,275803,0.5136101484387948,,,0.0,0.0
1646,001646F,0,0,670581,0,0,133,28,372766,0.5558851205148968,,,0.0,0.0
173,000173F,0,0,2790954,0,0,3909,461,1424738,0.5104842286902614,,,0.0,0.0
655,000655F,0,0,27596,0,0,0,0,15048,0.5452964197709813,,,,
1402,001402F,0,0,803131,0,0,61,40,427386,0.532149798725239,,,0.0,0.0
2043,002043F,0,0,453038,0,0,145,40,242030,0.5342377460610368,,,0.0,0.0
2720,002720F,0,0,188357,0,0,6,3,109039,0.578895395445882,,,0.0,0.0
1593,001593F,0,0,432021,0,0,77,32,256846,0.5945220255496839,,,0.0,0.0
2896,002896F,0,0,138354,0,0,199458,908,46847,0.3386024256617084,,,0.0,0.0
1946,001946F,0,0,499194,0,0,1088,178,242193,0.48516809096263175,,,0.0,0.0
1153,001153F,0,0,1022117,0,0,2051,321,570694,0.5583450818252705,,,0.0,0.0
1179,001179F,0,0,982154,0,0,5024,641,585537,0.5961763633808954,,,0.0,0.0
1363,001363F,0,0,29952,0,0,0,0,21606,0.7213541666666666,,,,
260,000260F,0,0,20552,0,0,6,1,11595,0.5641786687427014,,,0.0,0.0
2125,002125F,0,0,411630,0,0,48,34,204380,0.4965138595340476,,,0.0,0.0
2333,002333F,0,0,334720,0,0,494,136,201238,0.6012129541108987,,,0.0,0.0
3030,003030F,0,0,102460,0,0,65,50,42757,0.41730431387858674,,,0.0,0.0
2454,002454F,0,0,217196,0,0,16,10,106704,0.4912797657415422,,,0.0,0.0
3748,3751,0,0,29001,0,0,20,7,16717,0.5764283990207234,,,0.0,0.0
375,000375F,0,0,23065,0,0,0,0,18602,0.8065033600693692,,,,
489,000489F,0,0,1832402,0,0,1779,353,1020985,0.5571839585418483,,,0.0,0.0
1874,001874F,0,0,521206,0,0,119,72,263633,0.5058134403671485,,,0.0,0.0
2377,002377F,0,0,32322,0,0,13,4,20535,0.6353257842955262,,,0.0,0.0
2654,002654F,0,0,210281,0,0,95,52,126069,0.5995263480770968,,,0.0,0.0
3000,003000F,0,0,109815,0,0,46,7,55894,0.5089832900787689,,,0.0,0.0
1888,001888F,0,0,24956,0,0,7,3,12659,0.5072527648661644,,,0.0,0.0
319,000319F,0,0,2181322,0,0,683,241,1095208,0.5020845157202833,,,0.0,0.0
999,000999F,0,0,119252,0,0,8,5,52487,0.44013517592996343,,,0.0,0.0
511,000511F,0,0,1758685,0,0,3681,703,911351,0.5182002462066828,,,0.0,0.0
805,000805F,0,0,1357697,0,0,245,133,763383,0.5622631559177048,,,0.0,0.0
167,000167F,0,0,2823922,0,0,1882,611,1638319,0.5801573131269206,,,0.0,0.0
785,000785F,0,0,1372129,0,0,1360,398,720348,0.5249856245294721,,,0.0,0.0
1962,001962F,11401,2518,492323,1127,451,36507,7186,274786,0.5581417077812737,0.22085781948951846,0.03955793351460398,0.06276092401892569,0.030870791902922728
3311,003311F,0,0,25837,0,0,9,1,15561,0.6022758060146302,,,0.0,0.0
3526,003526F,0,0,27124,0,0,13,4,19629,0.723676448901342,,,0.0,0.0
3130,003130F,0,0,80074,0,0,13,5,39567,0.4941304293528486,,,0.0,0.0
27,000027F,0,0,4215436,0,0,1877,578,2088820,0.4955169524575868,,,0.0,0.0
1775,001775F,0,0,28085,0,0,4,2,17371,0.6185152216485669,,,0.0,0.0
2900,002900F,0,0,137411,0,0,55,8,88552,0.6444316684981551,,,0.0,0.0
1286,001286F,0,0,869703,0,0,296,50,464162,0.5337017349600955,,,0.0,0.0
3060,003060F,0,0,96836,0,0,8,3,42056,0.43430129290759634,,,0.0,0.0
1426,001426F,0,0,507641,0,0,201,77,222421,0.4381462490224391,,,0.0,0.0
131,000131F,0,0,3010495,0,0,2281,305,1451702,0.4822137223280557,,,0.0,0.0
2588,002588F,0,0,112380,0,0,3,3,47453,0.42225484961736964,,,0.0,0.0
3023,003023F,0,0,103975,0,0,6,5,47454,0.45639817263765325,,,0.0,0.0
3056,003056F,0,0,97689,0,0,6,6,33441,0.3423210392162884,,,0.0,0.0
948,000948F,0,0,1204130,0,0,271,128,663810,0.5512776859641401,,,0.0,0.0
2887,002887F,0,0,35800,0,0,1,1,27930,0.7801675977653632,,,0.0,0.0
2167,002167F,0,0,393268,0,0,103,51,189169,0.4810180335038701,,,0.0,0.0
3460,003460F,0,0,30710,0,0,10,7,17219,0.560696841419733,,,0.0,0.0
3651,003651F,0,0,14848,0,0,1,1,7792,0.5247844827586207,,,0.0,0.0
1391,001391F,0,0,21762,0,0,0,0,17679,0.8123793768955059,,,,
2517,002517F,0,0,72167,0,0,1,1,38941,0.5395956600662353,,,0.0,0.0
381,000381F,0,0,251726,0,0,131,21,141837,0.5634578867498788,,,0.0,0.0
3636,003636F,0,0,16858,0,0,0,0,10717,0.6357219124451299,,,,
145,000145F,1893,1422,2968756,19,12,1235,378,1667909,0.5618208434778742,0.751188589540412,0.006339144215530904,0.031746031746031744,0.015384615384615385
667,000667F,0,0,1463169,0,0,1048,338,748606,0.5116333109845821,,,0.0,0.0
2671,002671F,0,0,36146,0,0,20,18,16617,0.45971891772256956,,,0.0,0.0
3108,003108F,0,0,87371,0,0,46,18,53265,0.6096416431081251,,,0.0,0.0
3514,003514F,0,0,27712,0,0,0,0,15478,0.5585306004618937,,,,
326,000326F,0,0,2156656,0,0,3473,593,1176949,0.545728665118591,,,0.0,0.0
210,000210F,0,0,33655,0,0,1,1,20539,0.6102807903729015,,,0.0,0.0
2705,002705F,0,0,192620,0,0,5,3,112121,0.5820838957532967,,,0.0,0.0
2273,002273F,0,0,339044,0,0,77,21,185835,0.548114698977124,,,0.0,0.0
2152,002152F,0,0,403908,0,0,74,29,200659,0.496793824336235,,,0.0,0.0
1825,001825F,0,0,561700,0,0,205,98,308774,0.549713370126402,,,0.0,0.0
2524,002524F,0,0,254224,0,0,228,80,136629,0.5374354899616086,,,0.0,0.0
388,000388F,0,0,322294,0,0,122,75,187505,0.5817824719045344,,,0.0,0.0
3499,003499F,0,0,28732,0,0,0,0,19671,0.6846373381595434,,,,
2390,002390F,0,0,302653,0,0,102,59,181429,0.5994620902485684,,,0.0,0.0
2139,002139F,0,0,405722,0,0,128,44,211795,0.5220200038449974,,,0.0,0.0
2629,002629F,0,0,215648,0,0,13,10,118940,0.5515469654251373,,,0.0,0.0
3557,003557F,0,0,25560,0,0,28,5,13206,0.5166666666666667,,,0.0,0.0
1983,001983F,0,0,477897,0,0,525,128,270822,0.5666953339317886,,,0.0,0.0
1538,001538F,0,0,741922,0,0,289,57,403221,0.5434816597971215,,,0.0,0.0
2261,002261F,0,0,103738,0,0,482,61,51410,0.4955753918525516,,,0.0,0.0
2397,002397F,0,0,29417,0,0,1,1,16378,0.5567528979841588,,,0.0,0.0
1939,001939F,0,0,496820,0,0,97,50,275974,0.5554808582585242,,,0.0,0.0
1697,001697F,0,0,21490,0,0,0,0,7670,0.3569101907864123,,,,
520,000520F,0,0,82619,0,0,8,6,56944,0.6892361321245718,,,0.0,0.0
833,000833F,0,0,1316017,0,0,3075,362,714236,0.5427255119044815,,,0.0,0.0
106,000106F,0,0,3216912,0,0,2277,519,1661680,0.5165450593612757,,,0.0,0.0
510,000510F,2765,1039,1787451,0,0,2155,392,1045624,0.5849805113538776,0.37576853526220616,0.0,0.0,0.0
624,000624F,0,0,11510,0,0,0,0,8747,0.7599478714161598,,,,
1756,001756F,0,0,50573,0,0,23,11,26083,0.5157495106084274,,,0.0,0.0
2898,002898F,0,0,137942,0,0,123,66,66900,0.48498644357773557,,,0.0,0.0
594,000594F,0,0,77073,0,0,30,8,51673,0.6704423079418214,,,0.0,0.0
3102,003102F,0,0,88480,0,0,2,1,48097,0.5435917721518987,,,0.0,0.0
181,000181F,0,0,49340,0,0,2,2,21669,0.4391771382245642,,,0.0,0.0
2375,002375F,0,0,259724,0,0,56,23,153769,0.5920477121867829,,,0.0,0.0
1389,001389F,0,0,745998,0,0,1567,160,329783,0.4420695497843158,,,0.0,0.0
2597,002597F,0,0,229267,0,0,8,6,135382,0.5904992868576813,,,0.0,0.0
2962,002962F,0,0,32549,0,0,0,0,20391,0.6264708593197947,,,,
646,000646F,0,0,1543769,0,0,458,106,788043,0.510466915710835,,,0.0,0.0
286,000286F,0,0,109969,0,0,25,7,48377,0.43991488510398385,,,0.0,0.0
1325,001325F,0,0,888118,0,0,527,34,454104,0.5113104339738639,,,0.0,0.0
512,000512F,0,0,28687,0,0,57,19,19550,0.6814933593613832,,,0.0,0.0
1033,001033F,0,0,24251,0,0,732,143,5912,0.24378376149437136,,,0.0,0.0
626,000626F,0,0,120650,0,0,5,5,70506,0.5843845835060091,,,0.0,0.0
722,000722F,0,0,1449422,0,0,2851,492,757891,0.5228918837991972,,,0.0,0.0
3493,003493F,0,0,28901,0,0,276,58,16165,0.5593232068094529,,,0.0,0.0
995,000995F,0,0,671591,0,0,1144,222,356860,0.531365071896437,,,0.0,0.0
1956,001956F,0,0,494228,0,0,1071,265,297252,0.6014471053845594,,,0.0,0.0
2288,002288F,0,0,24833,0,0,0,0,8074,0.3251318809648452,,,,
2501,002501F,0,0,255669,0,0,37,26,127195,0.49749871904689263,,,0.0,0.0
1905,001905F,0,0,564490,0,0,2054,39,279463,0.4950716576024376,,,0.0,0.0
374,000374F,0,0,2061901,0,0,1182,305,1008241,0.48898613463982993,,,0.0,0.0
268,000268F,0,0,2347017,0,0,4207,896,1308124,0.5573559969953349,,,0.0,0.0
1733,001733F,0,0,26046,0,0,2,2,13582,0.5214620287184213,,,0.0,0.0
148,000148F,0,0,309303,0,0,3610,230,162366,0.5249415621574961,,,0.0,0.0
109,000109F,0,0,3194445,0,0,3241,726,1597492,0.5000843652027191,,,0.0,0.0
1815,001815F,2412,128,572174,754,146,90317,6767,294019,0.5138629158263046,0.05306799336650083,0.06053067993366501,0.021575291857543963,0.00834837295304317
1941,001941F,0,0,86710,0,0,15,12,44113,0.5087417829546765,,,0.0,0.0
2310,002310F,0,0,332706,0,0,107,29,169333,0.5089568568045061,,,0.0,0.0
2821,002821F,0,0,154541,0,0,31,8,85336,0.5521900337127364,,,0.0,0.0
602,000602F,0,0,1695799,0,0,2398,133,889629,0.5246075743646506,,,0.0,0.0
1404,001404F,0,0,325083,0,0,51,28,189073,0.5816145415170895,,,0.0,0.0
3188,003188F,0,0,9873,0,0,59,21,4253,0.43077078902056115,,,0.0,0.0
1001,001001F,0,0,38644,0,0,0,0,22498,0.582186109098437,,,,
1027,001027F,0,0,1136579,0,0,715,241,626457,0.551177700802144,,,0.0,0.0
2058,002058F,0,0,39431,0,0,1,1,25071,0.6358195328548604,,,0.0,0.0
985,000985F,0,0,1161566,0,0,594,153,609876,0.5250463598280253,,,0.0,0.0
2005,002005F,0,0,34259,0,0,1,1,18290,0.5338743104001868,,,0.0,0.0
3385,003385F,0,0,35881,0,0,28,26,8934,0.24898971600568545,,,0.0,0.0
3564,003564F,0,0,25108,0,0,4,3,14563,0.5800143380595826,,,0.0,0.0
2895,002895F,0,0,138236,0,0,352,140,95406,0.6901675395700108,,,0.0,0.0
216,000216F,1424,345,2563336,0,0,2304,348,1366680,0.5331645948872875,0.2422752808988764,0.0,0.0,0.0
653,000653F,0,0,1272507,0,0,782,172,692341,0.5440763783617694,,,0.0,0.0
393,000393F,0,0,2019892,0,0,541,150,1003515,0.4968161664088971,,,0.0,0.0
2954,002954F,0,0,25829,0,0,1,1,18253,0.7066862828603507,,,0.0,0.0
3378,003378F,0,0,36567,0,0,3,2,19479,0.5326934120928706,,,0.0,0.0
1922,001922F,0,0,509522,0,0,93,52,286101,0.5615086296568156,,,0.0,0.0
2299,002299F,0,0,342383,0,0,69,15,194750,0.568807446631404,,,0.0,0.0
2270,002270F,0,0,346346,0,0,1541,322,191113,0.5517979130695894,,,0.0,0.0
2618,002618F,0,0,157888,0,0,87,31,87481,0.5540699736522091,,,0.0,0.0
2700,002700F,0,0,19958,0,0,0,0,8529,0.42734742960216454,,,,
3195,003195F,0,0,66540,0,0,6,3,44718,0.6720468890892696,,,0.0,0.0
1386,001386F,0,0,105869,0,0,71,30,53342,0.5038490965249507,,,0.0,0.0
880,000880F,0,0,342775,0,0,26,15,184139,0.537200787688717,,,0.0,0.0
1843,001843F,0,0,558596,0,0,2596,29,308528,0.5523276213936369,,,0.0,0.0
2110,002110F,0,0,268344,0,0,29,16,152720,0.5691202337298393,,,0.0,0.0
1186,001186F,0,0,20569,0,0,1,1,12224,0.5942923817395109,,,0.0,0.0
3662,003662F,0,0,13219,0,0,14,2,5112,0.3867160904758302,,,0.0,0.0
493,000493F,0,0,1807290,0,0,1679,445,1014614,0.5614007713205961,,,0.0,0.0
3313,003313F,0,0,32708,0,0,34,6,17028,0.5206065794301088,,,0.0,0.0
2516,002516F,0,0,12755,0,0,0,0,5937,0.46546452371618974,,,,
1468,001468F,0,0,785085,0,0,1372,370,428708,0.5460657126298426,,,0.0,0.0
2612,002612F,0,0,32257,0,0,0,0,18648,0.5781070775335586,,,,
244,000244F,0,0,2483468,0,0,1177,417,1333100,0.5367896828145158,,,0.0,0.0
442,000442F,0,0,551966,0,0,65,33,262049,0.4747556914737502,,,0.0,0.0
2393,002393F,0,0,298054,0,0,196,88,156607,0.525431633193985,,,0.0,0.0
561,000561F,0,0,63903,0,0,31,16,33482,0.5239503622678121,,,0.0,0.0
3123,003123F,0,0,26977,0,0,6,5,14355,0.5321199540349186,,,0.0,0.0
3291,003291F,0,0,47031,0,0,1,1,26758,0.5689438880738237,,,0.0,0.0
187,000187F,0,0,22858,0,0,0,0,12421,0.543398372561029,,,,
3677,003677F,0,0,10328,0,0,0,0,5594,0.5416343919442292,,,,
234,000234F,2404,1885,2575296,0,0,3548,464,1515071,0.5883094603494122,0.7841098169717138,0.0,0.0,0.0
1539,001539F,0,0,736482,0,0,748,150,363667,0.49378939335924027,,,0.0,0.0
2624,002624F,0,0,229904,0,0,2029,196,140910,0.6129079963810982,,,0.0,0.0
425,000425F,0,0,1939832,0,0,334,202,978959,0.5046617439035957,,,0.0,0.0
1455,001455F,0,0,801418,0,0,499,147,378479,0.47226166619666643,,,0.0,0.0
755,000755F,1892,1568,1399076,16,10,1945,389,683928,0.4888426361398523,0.828752642706131,0.005285412262156448,0.02570694087403599,0.008226221079691516
720,000720F,0,0,1433374,0,0,810,276,747784,0.5216949658637592,,,0.0,0.0
2097,002097F,0,0,19799,0,0,2,1,15180,0.7667053891610688,,,0.0,0.0
309,000309F,0,0,24843,0,0,0,0,14803,0.595862013444431,,,,
2989,002989F,4632,204,21739,827,185,2173,623,9688,0.44565067390404345,0.04404145077720207,0.039939550949913645,0.2969502407704655,0.3805798435342844
891,000891F,0,0,1260281,0,0,678,194,697058,0.5530972854466584,,,0.0,0.0
1038,001038F,0,0,39569,0,0,2,2,19543,0.4938967373448912,,,0.0,0.0
683,000683F,0,0,92177,0,0,7,2,53424,0.5795805895179925,,,0.0,0.0
382,000382F,0,0,2052464,0,0,1084,295,1074345,0.5234415804613382,,,0.0,0.0
930,000930F,0,0,146875,0,0,1,1,77133,0.5251608510638298,,,0.0,0.0
0,000000F,0,0,7901701,0,0,21191,3897,4108482,0.5199490590696864,,,0.0,0.0
142,000142F,0,0,131934,0,0,1,1,59241,0.4490199645277184,,,0.0,0.0
912,000912F,0,0,121016,0,0,0,0,54550,0.4507668407483308,,,,
970,000970F,1962,519,1193301,25,16,3011,789,647442,0.5425638627638794,0.26452599388379205,0.00815494393476045,0.020278833967046894,0.008302889405513119
1752,001752F,0,0,585327,0,0,280,100,324376,0.5541791169722223,,,0.0,0.0
461,000461F,0,0,30800,0,0,0,0,19370,0.6288961038961038,,,,
3183,003183F,0,0,70006,0,0,23,3,38501,0.549967145673228,,,0.0,0.0
3584,003584F,0,0,23714,0,0,0,0,10283,0.43362570633381126,,,,
1329,001329F,0,0,881651,0,0,840,92,490084,0.5558707470416299,,,0.0,0.0
25,000025F,0,0,4278197,0,0,1661,613,2134227,0.4988613193829083,,,0.0,0.0
2253,002253F,0,0,354131,0,0,19,16,191574,0.5409693023203278,,,0.0,0.0
29,000029F,0,0,1208719,0,0,425,114,645460,0.53400335396399,,,0.0,0.0
3610,003610F,0,0,20968,0,0,0,0,13755,0.6559996184662342,,,,
1857,001857F,0,0,141910,0,0,491,58,67154,0.47321541822281726,,,0.0,0.0
2937,002937F,0,0,109108,0,0,10,6,70929,0.6500806540308685,,,0.0,0.0
3172,003172F,0,0,71172,0,0,32,25,26145,0.36734951947395045,,,0.0,0.0
886,000886F,0,0,1241757,0,0,781,342,670821,0.5402192216351508,,,0.0,0.0
2465,002465F,0,0,274218,0,0,35,16,152336,0.5555288128423371,,,0.0,0.0
525,000525F,0,0,24592,0,0,2,2,17752,0.7218607677293428,,,0.0,0.0
1839,001839F,0,0,558387,0,0,0,0,290926,0.5210114132313253,,,,
3295,003295F,0,0,40561,0,0,17,11,16161,0.39843692216661325,,,0.0,0.0
2309,002309F,0,0,111483,0,0,77,24,65271,0.5854794004467049,,,0.0,0.0
2703,002703F,0,0,193031,0,0,38,22,96859,0.5017795069185779,,,0.0,0.0
1334,001334F,0,0,23548,0,0,2,1,3155,0.13398165449295057,,,0.0,0.0
3548,003548F,0,0,3608,0,0,0,0,446,0.12361419068736142,,,,
3198,003198F,0,0,65580,0,0,1,1,10408,0.15870692284232998,,,0.0,0.0
1773,001773F,0,0,540404,0,0,893,87,290626,0.5377939467509493,,,0.0,0.0
3062,003062F,0,0,29011,0,0,0,0,16467,0.5676122849953465,,,,
3519,003519F,0,0,27541,0,0,1,1,16268,0.5906829817363204,,,0.0,0.0
1420,001420F,0,0,32637,0,0,3,2,18358,0.5624904249777859,,,0.0,0.0
1238,001238F,1113,0,971712,1287,216,20533,3058,566214,0.5826973424224462,0.0,0.1940700808625337,0.07063440156965337,0.06267958895436614
643,000643F,0,0,1536883,0,0,420,180,791153,0.5147776375950545,,,0.0,0.0
3126,003126F,0,0,80676,0,0,18,14,50387,0.6245599682681343,,,0.0,0.0
348,000348F,0,0,314174,0,0,1312,124,159702,0.508323413140489,,,0.0,0.0
346,000346F,0,0,2145109,0,0,1230,271,1161415,0.5414247014953553,,,0.0,0.0
2182,002182F,0,0,22030,0,0,0,0,9477,0.4301861098502043,,,,
3320,003320F,0,0,44089,0,0,2,2,16968,0.3848579010637574,,,0.0,0.0
1801,001801F,0,0,558914,0,0,57,39,299832,0.5364546245039488,,,0.0,0.0
2644,002644F,0,0,212822,0,0,38,17,99411,0.46710866357801356,,,0.0,0.0
4,000004F,1221,63,5055646,0,0,48656,6718,2829181,0.5596082083278774,0.051597051597051594,0.0,0.0,0.0
788,000788F,0,0,997697,0,0,4141,206,561899,0.5631960404812283,,,0.0,0.0
587,000587F,0,0,1650801,0,0,1588,522,894014,0.5415637620767131,,,0.0,0.0
1321,001321F,0,0,90732,0,0,7,3,38122,0.420160472600626,,,0.0,0.0
2137,002137F,0,0,21630,0,0,2,2,13402,0.6196024040684235,,,0.0,0.0
2010,002010F,0,0,80578,0,0,3,3,49981,0.6202809699918092,,,0.0,0.0
1911,001911F,0,0,96692,0,0,63,37,47262,0.48878914491374675,,,0.0,0.0
1160,001160F,0,0,1031532,0,0,218,121,527075,0.5109633050646999,,,0.0,0.0
410,000410F,0,0,1975053,0,0,4404,636,1090443,0.5521082219059438,,,0.0,0.0
3465,003465F,0,0,30494,0,0,187,5,20661,0.6775431232373582,,,0.0,0.0
3012,003012F,0,0,106842,0,0,37,23,57963,0.5425113719323862,,,0.0,0.0
2836,002836F,0,0,151835,0,0,11,11,77668,0.5115289623604571,,,0.0,0.0
1300,001300F,0,0,50845,0,0,2,1,29617,0.5824958206313305,,,0.0,0.0
1042,001042F,0,0,133779,0,0,40,17,83903,0.6271761636729233,,,0.0,0.0
2437,002437F,0,0,19266,0,0,0,0,5984,0.31059898266376,,,,
3715,003715F,0,0,3332,0,0,1,1,1710,0.5132052821128451,,,0.0,0.0
1121,001121F,0,0,26322,0,0,15,11,15969,0.6066788237975838,,,0.0,0.0
3327,003327F,0,0,25485,0,0,0,0,17047,0.6689032764371199,,,,
1734,001734F,0,0,31622,0,0,1,1,21484,0.6794004174309025,,,0.0,0.0
3681,003681F,0,0,4134,0,0,2,1,2766,0.6690856313497823,,,0.0,0.0
1055,001055F,0,0,28495,0,0,1,1,16804,0.5897174942972452,,,0.0,0.0
1753,001753F,0,0,22974,0,0,5,2,13911,0.6055105771741969,,,0.0,0.0
3595,003595F,0,0,22632,0,0,0,0,10740,0.4745493107104984,,,,
664,000664F,0,0,32037,0,0,9,5,16543,0.5163716952273933,,,0.0,0.0
1297,001297F,0,0,69591,0,0,10,3,34734,0.4991162650342717,,,0.0,0.0
3618,003618F,0,0,20279,0,0,0,0,9103,0.4488880122293999,,,,
1684,001684F,0,0,631622,0,0,408,118,368757,0.5838254525649835,,,0.0,0.0
1671,001671F,0,0,645454,0,0,294,89,386596,0.5989520554524412,,,0.0,0.0
1280,001280F,0,0,212636,0,0,93,34,124926,0.5875110517504092,,,0.0,0.0
1083,001083F,0,0,1092920,0,0,2330,369,601666,0.5505123888299235,,,0.0,0.0
2938,002938F,0,0,18423,0,0,0,0,11465,0.6223199261792325,,,,
603,000603F,0,0,540155,0,0,261,46,288739,0.5345484166581814,,,0.0,0.0
3363,003363F,0,0,17517,0,0,44,2,8245,0.4706856196837358,,,0.0,0.0
144,000144F,0,0,869331,0,0,155,57,458131,0.526992595455586,,,0.0,0.0
1021,001021F,0,0,21289,0,0,2,1,8835,0.4150030532199728,,,0.0,0.0
3164,003164F,0,0,72398,0,0,1,1,34802,0.480703886847703,,,0.0,0.0
1409,001409F,0,0,126618,0,0,1790,207,74339,0.5871124168759576,,,0.0,0.0
1163,001163F,0,0,992786,0,0,219,85,563554,0.5676490200305,,,0.0,0.0
1341,001341F,0,0,540506,0,0,54,28,275106,0.5089786237340566,,,0.0,0.0
2986,002986F,0,0,26555,0,0,3,1,16529,0.6224439841837696,,,0.0,0.0
1044,001044F,0,0,14451,0,0,1,1,13887,0.9609715590616567,,,0.0,0.0
2710,002710F,0,0,191929,0,0,18,7,67202,0.3501398954821835,,,0.0,0.0
2258,002258F,0,0,58413,0,0,498,21,22072,0.3778610925650112,,,0.0,0.0
2134,002134F,0,0,24681,0,0,2,1,11507,0.4662290831003606,,,0.0,0.0
2686,002686F,0,0,20608,0,0,0,0,13529,0.6564926242236024,,,,
3349,003349F,0,0,32855,0,0,1,1,20005,0.6088875361436615,,,0.0,0.0
3116,003116F,0,0,51075,0,0,819,125,18789,0.36787077826725406,,,0.0,0.0
3039,003039F,0,0,88820,0,0,10,9,55877,0.6291038054492232,,,0.0,0.0
